뉴스 식별자,일자,언론사,기고자,제목,본문,URL
01101001.20170424184853002,20170424,한겨레,,[왜냐면] 2017년 한국에서 노동조합이란? / 신인수,"신인수 민주노총 법률원 변호사

 대선 텔레비전 토론에서 홍준표 자유한국당 후보는 민주노총과 전교조를 반드시 개혁하겠다고 말했다. 강성 귀족노조 때문에 일자리가 해외로 빠져나가서 민주노총과 전교조를 반드시 응징해야 한다는 것이다. 그러나 진단도, 처방도 틀렸다. 

 2015년 기준 우리나라 노동조합 조직률은 10.2%에 불과하다. 경제협력개발기구(OE..",http://www.hani.co.kr/arti/opinion/because/792055.html
01100201.20170424205544001,20170424,국민일보,문동성 기자,"김한길 ""친박 떠난 자리에 친문이 들어서는 게 정치 발전이겠느냐""","김한길 전 새정치민주연합 대표가 24일 “친박(친박근혜) 패권 세력이 떠나간 자리에 친문(친문재인) 패권 세력이 들어서는 게 무슨 정치발전이겠느냐”고 말했다. 20대 총선 불출마를 선언한지 1년 만에 가진 첫 공개 석상에서 한 작심 발언이다.  
 김 전 대표는 이날 서울 이촌동에 위치한 그의 옥탑방 사무실에서 기자간담회를 갖고 “이번 대선은 우리 정치..",http://news.kmib.co.kr/article/view.asp?arcid=0011422077&code=61111111&cp=kd
01100101.20170424213539001,20170424,경향신문,정제혁·박송이 기자 jhjung@kyunghyang.com,[2017 시민의 선택]‘D-14’ 시민 열망에 눈 감은 대선 ‘민생 개혁 촛불’이 꺼진다,"19대 대통령 선거가 꼭 2주일 앞으로 다가왔다. 5 9 대선은 불의한 권력을 끌어내린 ‘촛불민심’이 만들어낸 사상 초유의 조기 대선이다. 촛불 이전과 다른 ‘새로운 대한민국’ 건설의 희망이 돼야 할 과정이다. 하지만 선거가 종반을 향하는 지금 대선후보들과 각 정당이 선 자리는 민심과 동떨어져 보인다. 

촛불을 든 시민은 광장에서 ‘이게 나라냐’고 물..",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201704241943001&code=910110
01101001.20170424213548001,20170424,한겨레,,[한겨레 사설] 검찰 국정원 대수술할 의지와 로드맵 있나,"23일 열린 3차 텔레비전 토론의 주요 의제는 권력기관 개혁 문제였으나, 5명의 대통령 후보들이 내놓은 검찰과 국정원 개혁 방안은 대부분 원론적 방향과 윤곽을 제시하는 수준에 그쳐 실망스럽다. 물론, 텔레비전 토론만으로 각 후보의 권력기관 개혁 공약을 평가하기란 쉽지 않다. 그러나 국정원과 검찰을 비롯한 권력기관은 자세한 공약을 제시하더라도 실제 집권하..",http://www.hani.co.kr/arti/opinion/editorial/792069.html
01100101.20170424213601002,20170424,경향신문,주영재 기자 jyj@kyunghyang.com,‘돼지발정제’ 논란 홍준표 사퇴 두고 더불어민주당 국민의당 ‘설전’,"홍준표 자유한국당 대선후보의 ‘돼지발정제’ 논란이 홍 후보의 사퇴 요구를 두고 국민의당과 더불어민주당의 설전으로 이어졌다. 23일 대선 후보 TV토론에서 심상정 유승민 안철수 대선 후보가 “(강간모의) 홍준표 후보와 토론하지 않겠다” “즉각 후보직을 사퇴하라”고 입을 모았지만 문재인 후보는 사퇴를 거론하지 않은 것이 발단이었다. 

김정화 국민의당 부대..",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201704242036001&code=910110
01100101.20170424213612001,20170424,경향신문,박용채 논설위원,[박용채 칼럼]기업 기득권에 기웃거리지 마라,"대선 열기로 ‘박근혜 뉴스’는 뒷전이지만 ‘30분 독대에 승마 얘기 15분’ 대목만큼은 쉬 넘어가지 않는다. 2015년 7월25일 삼성 이재용 부회장과 최지성 미래전략 실장, 박상진 대외협력 사장 간의 3자 회동이 열렸다. 이 부회장이 당일 오전 박근혜 대통령을 독대한 뒤의 대책회의였다. 특검 증언으로 본 박 대통령과 이 부회장 간의 독대 분위기는 이렇..",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201704242037005&code=990100
01100101.20170424213648002,20170424,경향신문,김원진 기자 onejin@kyunghyang.com,"“트랜스젠더의 ‘롤모델’ 되고, 30년 뒤에도 멋지게 살고 싶어”","ㆍ첫 트랜스젠더 변호사 박한희씨



‘국내 첫 트랜스젠더 변호사’인 박한희 변호사(32)의 어릴 적 꿈은 로봇 박사였다. 학창 시절 방과 후 과학실에서 노는 것을 제일 좋아했다고 한다. 집에서는 로봇 만화영화 <전설의 용자 다간> <미래용사 볼트론>을 보는 게 낙이었다. 그는 남자 중 고등학교를 거쳐 포항공대(포스텍) 기계공학과에 진학했다.

스무 살..",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201704242127005&code=100100
01101001.20170424214903001,20170424,한겨레,이정애,"문재인 “광화문시대” 굳히기, 안철수 호남 훑으며 뒤집기",5 9 대통령 선거가 보름 앞으로 다가온 24일 각 당의 대선 후보들은 판세를 점검하며 전략적 요충지를 공략했다. 최근 안철수 국민의당 후보와 지지율 격차를 더 벌리며 1위를 유지하고 있는 문재인 더불어민주당 대선 후보는 급작스럽게 닥친 ‘송민순 문건’ 논란을 성공적으로 막아냈다는 자신감을 바탕으로 정책에 강한 드라이브를 걸었다. 안철수 후보는 자신의 ..,http://www.hani.co.kr/arti/politics/politics_general/792082.html
01101001.20170424214904002,20170424,한겨레,이세영,"문, 공수 균형 잡으며 선전 안, 스스로 네거티브에 갇혀","“당선 가능성이 있는 후보 가운데 외교 안보 분야에서 신뢰할 만한 경륜과 식견을 갖춘 사람을 찾기는 어려워 보인다. 유권자들로선, 참모와 관료 등 주변 의견을 경청하며 합리적 의사결정을 할 수 있는 적임자가 누구인지를 판단해야 할 것 같다.”

 23일 중앙선거방송토론위원회 주관으로 열린 대선후보 3차 텔레비전 토론회에 대해 조세영 한겨레 대선정책자문위..",http://www.hani.co.kr/arti/politics/assembly/792084.html
01100101.20170424224517001,20170424,경향신문,손제민 기자 jeje17@kyunghyang.com,[팩트 체크]홍준표 “간첩단 조사 중 문재인 그룹 있어 국정원장 경질”,"ㆍ미국 외교전문에 관련 언급 없어 ‘가짜’

자유한국당 홍준표 대선후보는 지난 23일 3차 TV토론에서 2006년 10월 당시 김승규 국가정보원장이 일심회 등 간첩단 관련 7개 사건을 조사하던 중 “문재인 그룹이 걸려 있었”던 것이 드러나면서 노무현 대통령에 의해 경질됐다고 주장했다.

홍 후보는 이러한 사실이 위키리크스에서 폭로한 알렉산더 버시바우 주..",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201704242241005&code=910110
01100101.20170424224518001,20170424,경향신문,송윤경 기자 kyung@kyunghyang.com,[2017 시민의 선택]“미세먼지 중국에 책임 묻겠다”는 후보들 한국 기초연구 부족해 압박 실효성 낮아,"‘중국발 미세먼지’에 대한 불만이 높아지면서 대선후보들이 앞다퉈 내놓은 공약 중 하나가 ‘중국에 책임을 묻는 외교’다. 국민의당 안철수 후보와 자유한국당 홍준표 후보는 “중국에 할 말 하겠다”(안), “이제 중국에 책임 따져야 할 때”(홍)라면서 단시일 내의 압박을 강조했다. 다른 후보들은 상대적으로 중장기적 접근을 약속했다. 더불어민주당 문재인 후보는..",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201704242242005&code=910110
01100101.20170424224518002,20170424,경향신문,고영득 기자 godo@kyunghyang.com,[주목! 이공약]“원전 화력발전 줄일 것” 이구동성 전력 대안 ‘큰 그림’만,"ㆍ원전 에너지 정책



‘원전과 석탄에서 친환경 에너지로.’

주요 대선후보들이 내세운 에너지 정책의 공통분모다. 후보들은 공약집에 미처 넣지 못했던 사안들이라도 시민단체 주최 토론회나 기자회견에서 추가하며 ‘한 표’를 호소하고 있다. 미세먼지로 신음하고 잇단 지진으로 원전을 불안해하는 국민이 늘면서 에너지 문제가 핫이슈로 떠올랐기 때문이다. 탈핵천주..",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201704242242015&code=910110
01100101.20170424225237001,20170424,경향신문,박순봉 기자 gabgu@kyunghyang.com,"[2017 시민의 선택]홍준표 유승민, 나란히 강원 표심 공략","ㆍ홍 “평창올림픽 성공 개최” 
ㆍ유 “기회의 땅으로 만들 것”



자유한국당 홍준표, 바른정당 유승민 대선후보가 24일 나란히 강원 지역을 찾았다. 두 후보 모두 강원 방문은 처음이다. 두 후보는 2018년 평창 동계올림픽 지원 등 지역 공약을 경쟁적으로 발표하는 등 지역 표심 잡기에 집중했다.

홍 후보는 첫 일정으로 원주 의료기기 테크노밸리를 방..",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201704242246025&code=910110
01100101.20170424225237002,20170424,경향신문,이용욱·박순봉 기자  woody@kyunghyang.com,[2017 시민의 선택]김무성계 ‘유승민 끌어내리기’ 조직적 심야작전,"ㆍ의원총회서 “문재인 저지 단일화 필요” “회군 불가능” 맞서 
ㆍ유 “남은 기간 최선” 완주 의지 김무성 ‘단일화 압박’ 주목



바른정당 내부에서 들끓던 유승민 대선후보(59)의 사퇴 논란이 24일 중대 국면을 맞았다. 바른정당이 이날 오후 유 후보 사퇴 여부 등 향후 당 진로를 논의할 의원총회를 소집한 것이 계기가 됐다. 

당사자인 유 후보는 ..",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201704242246035&code=910110
01100101.20170424225238001,20170424,경향신문,목포·광주 | 심혜리·조미덥 기자 zorro@kyunghyang.com,[2017 시민의 선택]안 ‘호남 민심 되찾기’ 집중,"ㆍ안철수, 반전 모멘텀 기대



국민의당 안철수 대선후보(55)는 24일 호남을 당일치기로 방문했다. 선거운동 첫날인 지난 17일 이후 일주일 만이다.

안 후보는 이날 전남 목포역과 나주 한전KDN, 광주 전남대에서 잇따라 집중유세를 벌였다. 3시간 동안 세 도시의 거점을 찍는 방식이었다. 더불어민주당 문재인 후보와 격차가 벌어지는 상황에서 지지 기..",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201704242249005&code=910110
01100101.20170424225852001,20170424,경향신문,유정인 기자 jeongin@kyunghyang.com,[2017 시민의 선택]앉으나 서나 형식 바꿔도 수준 그대로,"ㆍ반환점 돈 TV토론

19대 대통령 선거 후보자 TV토론이 반환점을 돌았다. 24일 현재 주요 5개 정당 대선후보들은 예정된 6번의 토론 중 3번을 마쳤다. ‘스탠딩’ 방식 등 난상토론을 유도하기 위한 룰이 도입됐지만, 정책 비전보다는 네거티브 공세에 초점이 맞춰지면서 취지가 퇴색했다는 평가도 나온다.

이번 대선에서 TV토론의 관심도와 영향력은 눈에..",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201704242253015&code=910110
01100101.20170424225852002,20170424,경향신문,정환보 기자 botox@kyunghyang.com,[2017 시민의 선택]점점 뒤처지는 안 식지 않는 단일화론 막판까지 변수로,"ㆍ문재인, 선거 중반전 안철수와 격차 벌리며 ‘1강’ 구축



19대 대선 공식 선거운동이 중반에 접어들면서 판세가 뚜렷해지고 있다. 지난 주말 발표된 대선후보 지지율 여론조사 결과 더불어민주당 문재인 후보가 국민의당 안철수 후보를 오차범위 밖으로 밀어낸 것으로 나타났다. 문 후보는 호남과 20~40대 등 주요 지지기반에서 확실한 우위를 보이며 지지율..",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201704242253025&code=910110
01101001.20170424000812001,20170424,한겨레,김남일,민심이 색깔론에 등돌린 3가지 이유,5 9 대선 구도를 흔들 최대 변수라던 북한 주적 논란과 ‘북한인권결의안 대북결재’ 논란이 일주일도 버티지 못하고 ‘미열’만을 남긴 채 사그라들고 있다. 나라 안팎에서 한반도 위기설을 부추기는 보도가 이어지고 있지만 오히려 유권자들의 ‘색깔론 면역’만 강화시켰다는 평가가 나온다. 지난 2012년 대선에서 ‘엔엘엘(NLL) 논란’이 선거 막판까지 주요 이..,http://www.hani.co.kr/arti/politics/politics_general/792085.html
01100201.20170425172955001,20170425,국민일보,,[돋을새김-박정태] 개혁대상 1호로 전락한 검찰,“혹 국민적 압력을 받고 있는 검찰이 우병우와의 협상을 통해 부분적인 혐의에 대해서만 수사 기소하고 부실하게 공소유지를 하는 선에서 문제를 해결하려고 시도할 수도 있다. 남에게는 매우 가혹하지만 제 식구 비리 감싸기에는 유별난 검찰이 우병우와 그와 결탁한 현직 검사들의 비리를 제대로 수사할 것이라고 기대하기는 어렵다. 우병우에 대한 비리는 또 다른 특검..,http://news.kmib.co.kr/article/view.asp?arcid=0923735875&code=11171358
01100201.20170425173055001,20170425,국민일보,,[사설] 수준 이하의 TV토론 후보들의 각성이 절실하다,5 9 대선을 앞두고 많은 국민이 TV토론에 기대를 건 게 사실이다. 박근혜 전 대통령 탄핵사태로 검증시간은 촉박하지만 TV토론만 꼼꼼히 봐도 제대로 된 대통령을 선택할 수 있다는 바람이 깔려 있었다. 형식도 나름 개선됐다. 사전에 짜인 각본을 벗어나기 위해 미리 질문을 정하지 않은 시간총량제 자유토론과 스탠딩 방식이 처음 도입됐다. 형식에 구애받지 않..,http://news.kmib.co.kr/article/view.asp?arcid=0923735891&code=11171111
